smiles,fingerprints,LXRbeta binder
CCCc1c2COC(c2ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)cc1)(C(F)(F)F)C(F)(F)F,"[3.780062133597425, 4.554365187825045, 3.322892104890302, 6.540669360404182, 3.222635270682084, 4.1509069154632545, 3.0233698620691425, 4.186478466767582, 3.8898006687178057, 6.543253233167572, 2.7783302843537503, 6.989191837676629, 4.564324390133607, 3.7909921163188316, 3.1079356599077426, 3.9322543438968705, 4.101045699799817, 3.7285264537972127, 5.282318499810204, 3.4312468893196444, 4.080027587441325, 2.9379834611680944, 3.616541466163319, 2.7620108822417273, 3.219724998383245, 3.9556095758076357, 3.387609025200739, 5.25650937967678, 3.013411901171482, 4.8025041739547385, 5.34804211892202, 3.772834706541231, 2.881301364093085, 2.9777524218437135, 3.5505267820825814, 3.8630931706754676, 6.429785732337262, 3.087624911567559, 2.879259237132561, 2.7790227359878745, 3.4888302981447925, 5.710876140929259, 3.222833196418364, 3.3797721225707686, 6.420438139735573, 4.281437586015555, 4.183784789335476, 4.435550422102042, 3.916932622408712, 6.437769671348295]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)N(C)C(C)(C)C1=O)C(O)(C(F)(F)F)C(F)(F)F,"[3.0518428062129703, 3.475181318850355, 2.7873164391969913, 6.868230598083256, 2.6882767713488627, 4.202978377294704, 2.7946563829686912, 4.328174326069644, 3.791038369521537, 5.781162911045751, 2.4435481561754635, 7.871699697132663, 3.592250544687622, 3.4344105466135346, 2.893700854735732, 3.1321618614465274, 4.108229713521452, 3.6005076191383667, 3.905855626078931, 3.2978280262251536, 4.027289162233447, 2.721500358027805, 2.959725232242708, 2.5059410829773254, 2.755440935743462, 3.13558382395344, 2.8115239457184695, 3.9115558741893826, 2.806928347089383, 4.940032135266625, 4.421497156159059, 3.6347555252884076, 2.61198478789236, 2.537804445348149, 2.9132348277149203, 3.7642091066390813, 5.252079378756115, 2.6358605700712787, 2.6174672227237745, 2.4424762529019644, 3.049670179443006, 4.721103665543366, 2.7051542978394383, 3.2176629027593617, 5.862304709485771, 3.376293326667622, 4.26434139070783, 4.6654388930894894, 3.915539820933532, 5.766549696245217]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(C)C)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.2848095540735835, 4.981232495218307, 3.8022589609273507, 6.533340428944945, 3.69319016315193, 4.604580101725346, 3.4850402561347607, 4.667801007249781, 4.376555909011253, 6.626753870696729, 3.1730018753015443, 6.908025756022562, 4.9476217414610595, 4.146934413354994, 3.512597741506622, 4.44054711606788, 4.612551898101658, 4.185345997705087, 5.652718125267979, 3.9444517594189543, 4.618989743583911, 3.3862914690674626, 4.114971052510091, 3.203025550190076, 3.702495862045445, 4.449132782255842, 3.876658930253398, 5.644116357744931, 3.4274097056752293, 5.103909403222541, 5.549723925372888, 4.251850939062985, 3.3352798677430933, 3.4245935029729284, 4.045644421146982, 4.275151071418504, 6.623856071072688, 3.559878616952952, 3.330994668716828, 3.2166789863762624, 3.9006917731282496, 5.9319826099016435, 3.6921682594867895, 3.8119287221466216, 6.46029442343, 4.716280769629944, 4.750931477244311, 4.982306300490391, 4.465001607714803, 6.568401958099868]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(F)(F)F)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.230193426402188, 5.074890850097384, 3.7153780310107822, 7.272075008367146, 3.613811298469108, 4.692503238815984, 3.4199809955107567, 4.724542848805548, 4.4001897200718245, 7.238625891783828, 3.168099182501768, 7.808759071979365, 5.109328062696622, 4.328572049044174, 3.5440434278332305, 4.407092270283167, 4.634153620738205, 4.215928755971914, 5.825248842535396, 3.8714468031733835, 4.602110977406589, 3.338965890382477, 4.044546695198413, 3.122730277172119, 3.6110742308961625, 4.430742642919555, 3.798257052781065, 5.806279333354331, 3.43976648140633, 5.450470855985975, 5.9560513355539495, 4.262645217202811, 3.2441434365557877, 3.3606868800097347, 3.961175648916127, 4.380952848353507, 7.11019721317966, 3.459018123104851, 3.248517853389516, 3.1273540731064275, 3.9609298499631245, 6.341962398100797, 3.60497212547674, 3.8402215678621605, 7.116859692299884, 4.773047713001433, 4.730547510359241, 5.010294218753609, 4.4227796462316045, 7.147834814984234]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.007310922116468, 4.778331075003114, 3.5115492542297786, 6.7557867226723705, 3.4137421005073465, 4.385818836378159, 3.1904376018151073, 4.434102134065077, 4.1125681622014145, 6.717826021612309, 2.9189257741686228, 7.288062667202741, 4.760277497185991, 3.969830113001963, 3.258262543833523, 4.174490153813647, 4.344577047772859, 3.9263793367040374, 5.482249056662042, 3.6365292834412295, 4.315909435786715, 3.101030753855981, 3.8268088615153038, 2.9182765405334674, 3.4091355247311093, 4.194543192389734, 3.593821976552358, 5.460508658018735, 3.1690704155958316, 5.0179591784912745, 5.532986680634978, 3.9804286414396515, 3.0452798999887776, 3.1530102037691896, 3.7553603482465685, 4.058512489291065, 6.610437896160985, 3.265146620746903, 3.0394532209123755, 2.9339913581093993, 3.6521843106594005, 5.893171821575997, 3.404740308167736, 3.5552133874574148, 6.617062601093311, 4.468688826897425, 4.447949552384518, 4.718285735132559, 4.161142656527097, 6.632832598946333]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OCC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.153911005113242, 4.9456443199623745, 3.6347854462372755, 6.900966378091072, 3.539091202132675, 4.405972787233441, 3.254538137468991, 4.452112099647851, 4.142535782185429, 6.882170338776746, 2.9956764461192114, 7.465939873479271, 4.916502296122304, 4.064005219181431, 3.313791618240333, 4.328904274543246, 4.368604889067628, 3.960011342922562, 5.666968198821461, 3.685525844620929, 4.347921368975272, 3.1611874497905625, 3.963425551685254, 2.986591790040838, 3.529495174994124, 4.349683462515522, 3.7321010013277074, 5.647819522404611, 3.220059365907703, 5.087816040240274, 5.6868881963866915, 4.0155450569202635, 3.1149998491751005, 3.263397914546597, 3.891260813367632, 4.0921625128711465, 6.790844537647825, 3.377415004066177, 3.105950772699015, 3.0204942515260598, 3.7512192837009932, 6.058464140612853, 3.5248396160175446, 3.605296086286962, 6.780491098384179, 4.617702764275464, 4.4761545436577865, 4.734300867014896, 4.191583165478894, 6.797231297514573]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)C(C)C)C(O)(C(F)(F)F)C(F)(F)F,"[4.209791739833034, 4.921547211143464, 3.722825356540289, 6.421291678971684, 3.6211932815607613, 4.449688629067478, 3.38622539643649, 4.509625285242263, 4.227559515868667, 6.522762717775254, 3.0965348578180265, 6.828553893990669, 4.883776770103369, 4.054549065756144, 3.4105532098021385, 4.373746721728872, 4.456587016749866, 4.047681755168214, 5.601239607229751, 3.817093145140877, 4.460617582060204, 3.291302964724429, 4.03535924392044, 3.1162846919489073, 3.6241836482302183, 4.382433083880692, 3.8035574753020005, 5.5871626315608935, 3.3243538894963978, 4.977131532277321, 5.4723085832470835, 4.111717618275581, 3.2423197930250627, 3.3549069666616114, 3.9649572799163213, 4.141151576946083, 6.531801900685929, 3.4818324189560075, 3.236694918433936, 3.1376596946006945, 3.813355833338419, 5.846689456051326, 3.6144310327187426, 3.696471041563563, 6.370576416543915, 4.643220188678416, 4.588111691202101, 4.811693828615854, 4.310906239603076, 6.463979921607447]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.591821016651378, 5.346155710989939, 4.001243684586624, 6.8234770811967, 3.906574101996565, 4.749523296795997, 3.535310400618436, 4.8063560010169395, 4.50532133356026, 6.95496351858425, 3.266138234840493, 7.297337338979638, 5.2583900347215025, 4.271080430947832, 3.57198603881654, 4.783627485111174, 4.748063818770694, 4.303575636851955, 6.085004940910391, 4.0454854425146, 4.73396809223737, 3.42700464181389, 4.365406872740865, 3.2699176284354596, 3.8714815040649677, 4.792577076976526, 4.113095793441884, 6.061388867804315, 3.4741584505642513, 5.247549037931197, 5.854884828668217, 4.372291048269748, 3.4236770261595653, 3.5830621022228284, 4.301769748796695, 4.399243718993235, 7.002499212087139, 3.7214582247131642, 3.412262831221631, 3.321864834116366, 4.038288814423047, 6.258588968205376, 3.888857477911766, 3.900141199895966, 6.785504414702506, 5.019711564244328, 4.888048511464247, 5.14167740153282, 4.5882099560188365, 6.889974601879866]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc2OCCOc2c1)C(O)(C(F)(F)F)C(F)(F)F,"[4.184390715015059, 5.1405989829459315, 3.629240133747565, 7.214322591746448, 3.539906837081717, 4.533084111745737, 3.2325894963088455, 4.575851695658093, 4.215228852021915, 7.245799730288267, 2.9913922731461615, 7.794814596960457, 5.117431107997087, 4.152014253630507, 3.342345071910047, 4.379459553833553, 4.454218962791551, 4.0277228996428525, 5.979109987069894, 3.692188014495326, 4.411367670522581, 3.1403807038991234, 3.9771047845620853, 2.9522794682599205, 3.5198005617469197, 4.412283025911367, 3.739513480815848, 5.9422023851005354, 3.2254116943211812, 5.261227947073024, 5.940446065862546, 4.079517227440959, 3.0843353273629264, 3.262638228148724, 3.8959077072814643, 4.192806334111538, 7.158878921238373, 3.3562484919724382, 3.076392212303851, 2.988755570491337, 3.8043708611481737, 6.327110809610183, 3.5174067763597114, 3.6487908814804575, 7.100724980291838, 4.769409252308633, 4.540009495070566, 4.845585651872014, 4.241360372601825, 7.146023242792838]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc2OCOc2c1)C(O)(C(F)(F)F)C(F)(F)F,"[4.06814959299848, 4.971100025123295, 3.5398607328836715, 7.05819397743664, 3.451333627990902, 4.46340497407155, 3.182329828624252, 4.505555996378664, 4.151454043074445, 7.064643601308505, 2.9394842421639678, 7.601056418708049, 4.971616731085525, 4.072700667745985, 3.289324190844246, 4.253342163103339, 4.388940652777748, 3.966591170286635, 5.753047183236538, 3.635165854411281, 4.348227930722727, 3.0932448011017533, 3.8734802868982765, 2.9027822886813266, 3.4348155109146803, 4.2828213975633425, 3.639221498002636, 5.722502637746973, 3.180853477907964, 5.168768075971661, 5.787835113306154, 4.018288878369348, 3.0308724247832375, 3.1868296265819533, 3.7929177662667213, 4.125461975928702, 6.962279928146237, 3.279196391532884, 3.024703313464668, 2.9310736219166724, 3.7278020230226283, 6.16296509946755, 3.4314770587077055, 3.589769889401094, 6.930073544681023, 4.63635948773912, 4.476595551185117, 4.775856622666669, 4.182218738974896, 6.973409364092557]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(CC)(C1=O)c1ccc(OC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.334162241052712, 4.965823726428137, 3.8707172022795784, 6.095681045921457, 3.7527719177765153, 4.368201927567862, 3.486054270477447, 4.417469555899425, 4.209195879414239, 6.267889348798548, 3.169854663314661, 6.497463449538813, 4.865998637524893, 4.021771410858167, 3.4524568232997366, 4.487473443741862, 4.39871903102172, 4.035709262453415, 5.5994487600460445, 3.856334980442839, 4.4368095288295235, 3.3848795308077726, 4.172437699721062, 3.2271344148510845, 3.7632930325369385, 4.485397544465573, 3.94403042168548, 5.6008193557469355, 3.3918333106393668, 4.827984739573669, 5.323398233428939, 4.101978051887055, 3.3542414754515417, 3.477049002549566, 4.1070881849794745, 4.104202783069502, 6.342213508924598, 3.624885809302051, 3.3423740115814344, 3.2608752376788197, 3.846348836966744, 5.702288135276917, 3.7565696054705002, 3.7185234105547984, 6.100268389136676, 4.6872450486203165, 4.54091781397231, 4.71495881156649, 4.286300284618842, 6.220456208247931]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(CC)(C1=O)c1ccc2OCOc2c1)C(O)(C(F)(F)F)C(F)(F)F,"[4.399149510410734, 5.169317543903357, 3.900113226635085, 6.412441144918853, 3.7918473585333348, 4.432767015547452, 3.4722690911720155, 4.4762634863618125, 4.23696296689471, 6.630168412211496, 3.1869227431594864, 6.835399100160918, 5.08526341315936, 4.121447625824459, 3.476870772861304, 4.572154939867678, 4.430764797080856, 4.0658129535145395, 5.886354330621407, 3.8463434150683833, 4.458067857613576, 3.371406440913243, 4.222384120001981, 3.2067486217338272, 3.7884701228356255, 4.580033028293874, 3.9916501247339147, 5.879796527027712, 3.397589607036611, 4.970323283060659, 5.5899734430461265, 4.1300324572725025, 3.3346220822937553, 3.5106565685281605, 4.1470860536124095, 4.160270104474937, 6.708603603172685, 3.63810373220275, 3.321980462075208, 3.254752390537162, 3.919069121410952, 5.984370878278373, 3.7839925920047635, 3.744392004192311, 6.429762312068675, 4.862066454966501, 4.557491215319653, 4.758603906752539, 4.295915486449412, 6.57315155018284]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)N(C)C(C)(C)C1=O)C(O)(C(F)(F)F)C(F)(F)F,"[2.8273774550239694, 3.2100050032224594, 2.578503411310458, 6.1625572661023105, 2.48614054278823, 3.88641932497419, 2.594374201209838, 3.992842316411136, 3.514890647281018, 5.257467830024379, 2.284105025878535, 6.672752870470873, 3.310898252845681, 3.1726038201067, 2.713192976920613, 2.8999578035085944, 3.8014357949469915, 3.3510335945746945, 3.612154449202728, 3.0496656236646253, 3.729944667901033, 2.5330322349560954, 2.7438574011850574, 2.329652060594255, 2.5434270771129674, 2.9010138818899507, 2.5932318963249896, 3.6172754373573506, 2.624996992093157, 4.539516101851967, 4.027206216407708, 3.375681885307902, 2.4219927548979623, 2.348709179695413, 2.699155652129748, 3.496889262694619, 4.791833550836163, 2.4404323456319683, 2.433663481743781, 2.2675312653794393, 2.8375498788292184, 4.308074286385811, 2.5063239530472714, 3.0035213342367295, 5.295007080641762, 3.1353252782900083, 3.930044386785994, 4.286951686247944, 3.615388087638852, 5.244392471436839]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(C)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.712131857584247, 4.442685627062913, 3.2339592599041804, 5.956702220460251, 3.150465295393582, 3.8760915068693005, 2.8954658526702146, 3.906436431276805, 3.6604885911055858, 6.046452588936825, 2.695346884023602, 6.375567370572391, 4.426981614306289, 3.6183753774376743, 2.971772779906625, 3.8768501436687988, 3.8493876202595576, 3.5156423678140447, 5.119845041703955, 3.2578562835287386, 3.837866161278261, 2.821703560890268, 3.53733058456876, 2.661291439010299, 3.131357955184379, 3.892571433446757, 3.313443898639027, 5.095941089767775, 2.884478459851268, 4.477229530879283, 5.037182581586558, 3.5566739713500075, 2.7677635620424987, 2.9085437422253233, 3.468631006934493, 3.6268971396214242, 6.028532462623665, 3.0040578218182707, 2.765966506389942, 2.690988393633167, 3.3648072033509173, 5.3747346660738, 3.1397903170061867, 3.216523459454157, 5.908412803566695, 4.163576640250053, 3.934527371393878, 4.147171135702803, 3.6896774993862675, 5.96382288758822]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(Cl)c(Cl)c1)C(O)(C(F)(F)F)C(F)(F)F,"[3.740398176481225, 4.391626720038768, 3.3047546160306727, 6.266239134863236, 3.207956856301931, 4.012937639852167, 3.038647144627764, 4.0445985654986565, 3.792122094238952, 6.202480888113967, 2.772725080198421, 6.78008006383662, 4.410942937012628, 3.7227195867118827, 3.079165523024907, 3.8876572876873663, 3.986619264568155, 3.6397396264671507, 5.002989133236356, 3.3908295685271956, 3.997612818846527, 2.9628117815116495, 3.5887137191353267, 2.7733952857681405, 3.2035523243347415, 3.897434631068256, 3.3622194191629724, 4.985096893153123, 3.0234879650407334, 4.655652872445583, 5.133551953688944, 3.6853378404204946, 2.8767952431445223, 2.9736000676267116, 3.5172339629235596, 3.7488994940529405, 6.0975236738186815, 3.0779444838466485, 2.8795265059506603, 2.782161125857197, 3.4275723885430787, 5.461860572575807, 3.206745680349494, 3.3298452649789025, 6.133098592278312, 4.139972897538306, 4.106706834221682, 4.311695947179552, 3.8475151320646037, 6.137204721154823]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(Cl)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.72118217023156, 4.406531681379272, 3.253773263056904, 5.897341723445301, 3.168880626343213, 3.89782701001138, 2.9282416942281912, 3.92832652389069, 3.6858959061803733, 5.974443934801933, 2.713335836063695, 6.291733594863841, 4.391101729135826, 3.614424091823057, 2.9979541965875582, 3.8796755795207036, 3.872564865087398, 3.5420615343021167, 5.051046417441428, 3.2855915044171704, 3.8713643599762695, 2.8553679050337224, 3.552907200447853, 2.687703889354201, 3.1498690903725954, 3.8921582809887845, 3.330041555763141, 5.031443570806287, 2.919408160005987, 4.470574164838762, 4.98541813252808, 3.582782761650999, 2.791819774433944, 2.9266500335011085, 3.483737195390751, 3.645284964553321, 5.95672705426797, 3.024261768709456, 2.793661881624368, 2.7139574264278057, 3.367099503876041, 5.3205370586708405, 3.160510285778228, 3.24022754121276, 5.836333799755153, 4.143011113531127, 3.96902121279097, 4.173095813455824, 3.721823567386177, 5.901267050055852]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(C)C)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.009204017899868, 4.699775906597276, 3.5270052675790464, 6.234181692108796, 3.430401914047623, 4.234652753684422, 3.201060022096861, 4.275944054942606, 4.020671675493635, 6.319375781240921, 2.950298155871942, 6.619709293512381, 4.6750044437634095, 3.8870463889725637, 3.2548203342235373, 4.164329730351527, 4.227350598844775, 3.8529168024317677, 5.366524621838437, 3.6076014666320972, 4.2304022396280825, 3.115619859758741, 3.8395946136351853, 2.944774872223479, 3.422510250922636, 4.17592932286181, 3.5994059386191464, 5.348221489975744, 3.1718995297210135, 4.788734712984691, 5.278253288018312, 3.905451070103928, 3.0609108578440036, 3.1715189204719545, 3.7705050066808967, 3.950098186016947, 6.303757940126969, 3.2915482619254863, 3.0614753240510364, 2.9675753767653856, 3.641253726247828, 5.6355587797586795, 3.4271770534600696, 3.5226149278028966, 6.163656710471898, 4.436304709370839, 4.339486768660855, 4.554462199066301, 4.078717121987278, 6.244706018704402]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(F)(F)F)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.012097692275274, 4.776741933574946, 3.5265695468331524, 6.525416350729815, 3.4277827412906228, 4.388902423161944, 3.2417924368560556, 4.408826426585835, 4.1369274761981, 6.605797038983384, 3.0250703287426606, 6.875122964353562, 4.801606403093203, 4.057692112970399, 3.374674824748958, 4.174300511051659, 4.340594211981057, 3.9785940317484227, 5.471560560284158, 3.6471767408725007, 4.322654509468584, 3.1705862343060263, 3.840992949345408, 2.96915684496025, 3.4190520993572786, 4.191447140162732, 3.5950046426929334, 5.4588832820578554, 3.272509590464366, 5.047975679228116, 5.478273471060882, 4.015347453544502, 3.0772825589885056, 3.188599157878523, 3.7618869220812297, 4.120485489894303, 6.551844566760862, 3.2855240871705162, 3.0874267783700207, 2.975499493949627, 3.7568377816672887, 5.849046127412263, 3.426012592792725, 3.6382613515583557, 6.4230171414953725, 4.525940887739797, 4.423114996597749, 4.663288657295223, 4.144777186966396, 6.5220235683965875]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)c(OC)c1)C(O)(C(F)(F)F)C(F)(F)F,"[3.783936670749076, 4.429476886662849, 3.360454641849233, 6.431668368124958, 3.2519560550919833, 4.542576544589321, 3.214771920451624, 4.609564598349988, 4.255636524596216, 6.344258052911436, 2.875552970528534, 6.8581806510075225, 4.46658314686649, 3.8876494280968137, 3.298962188837832, 3.919076060027538, 4.516273353284856, 4.0492032610755775, 5.040114246964868, 3.7502603258483855, 4.491310196789294, 3.1255800708621932, 3.6341203641175595, 2.9163004157020436, 3.2735506096804396, 3.9299681090467136, 3.4031677491872525, 5.021756723248967, 3.2207122884506707, 4.9982155921665266, 5.213929643940126, 4.104909248522899, 3.0496579298942987, 3.0253697330345455, 3.5684305902727256, 4.159948841961272, 6.209844602662901, 3.1458809713845897, 3.0518672007802685, 2.8781863417259763, 3.566523390112191, 5.554173791265926, 3.2612001917054436, 3.6306782379914395, 6.239370072803146, 4.211388836026881, 4.65403201336251, 4.931628937665521, 4.3505393037664195, 6.2916021059541505]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.7810483482934893, 4.4785743119360415, 3.312657341471322, 6.046291004301565, 3.219410714436119, 4.074803629300314, 3.001938107522214, 4.108879701727434, 3.8399153582922168, 6.1178258510315295, 2.7723772723887223, 6.403039606822469, 4.46210775655251, 3.7092664430390294, 3.083730324027598, 3.9349306299649447, 4.041109341400795, 3.6804141080728447, 5.132315072354839, 3.399572237321723, 4.023850851457228, 2.9237979374463086, 3.613399913917452, 2.75486633816615, 3.208478687399348, 3.9493057909388884, 3.382257460688487, 5.115551424054871, 2.9953804184618376, 4.631396452389055, 5.080158544117678, 3.7236313136842574, 2.867650846344582, 2.9744105891572437, 3.546076513434583, 3.7941553466548985, 6.080421075379313, 3.082108294748914, 2.8681541244178064, 2.7731654533641885, 3.4496288084564455, 5.425262451731812, 3.21622209110315, 3.347080066191231, 5.959375320468714, 4.219772256357856, 4.12651890310723, 4.35965329117202, 3.8697323863059645, 6.03832988862475]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OCC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.927849432116409, 4.645238958085881, 3.4364841535159023, 6.194505096846456, 3.3453323430713784, 4.095101451178479, 3.0654745485154504, 4.126970114065137, 3.86902895967561, 6.283626678052565, 2.8491111153659827, 6.5812110545991995, 4.6181557832111, 3.8037965616355764, 3.138557698367981, 4.08946569290077, 4.064427053722298, 3.71320667597849, 5.315589741954941, 3.4473891826876493, 4.054824881717601, 2.983244378989336, 3.7504366489876384, 2.8228054781586196, 3.3294222045974005, 4.104352345394937, 3.521030338942322, 5.30162246772326, 3.045625488087868, 4.702706268299524, 5.234526405110382, 3.7579260405916157, 2.9370071378001517, 3.0853010736119497, 3.6824387463881614, 3.8273386878271696, 6.261440738193032, 3.1949746436276003, 2.9341346910539277, 2.85978545367904, 3.5488716391386994, 5.590918882377137, 3.3369160090971697, 3.3963066717742536, 6.123975113201067, 4.369058340329321, 4.153668085176225, 4.375451018150497, 3.8989558397058937, 6.204411986720931]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)C(C)C)C(O)(C(F)(F)F)C(F)(F)F,"[3.9341862036593183, 4.6400906225224325, 3.4475716631919844, 6.1221329421355355, 3.358405032456454, 4.079761281026554, 3.1022451623985905, 4.117768332935089, 3.8716752823510494, 6.215384628319446, 2.8738311383884234, 6.540237431480486, 4.611159472405719, 3.7946610413737147, 3.152775802519054, 4.09752933601252, 4.071385717492983, 3.715252559894895, 5.315046103800208, 3.48024285235402, 4.072030078104375, 3.020631355415708, 3.759982805045535, 2.85803401398231, 3.3441980371074096, 4.109229624486661, 3.526304483667749, 5.291267763791708, 3.068843713542182, 4.661956842039471, 5.200837945892508, 3.7653177493165235, 2.967950783125973, 3.1018323841606374, 3.6898178654502347, 3.816098691544525, 6.211703769740209, 3.213502063928542, 2.967175573768144, 2.888556084989818, 3.5539177864579985, 5.550265625908363, 3.349439826692023, 3.407157247219839, 6.073938703585812, 4.3632441284193115, 4.176666982618644, 4.383849727191763, 3.9246217538755515, 6.140283982211981]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,"[3.7543648096909643, 4.54615156709953, 3.2631836233578477, 7.3615665163627435, 3.1795984881019823, 4.235830383489556, 2.9888020052242, 4.242964077202013, 3.9186468453714696, 7.078523032785117, 2.8039043122465612, 8.062082071493897, 4.64450235681357, 3.9841777880258347, 3.151189829593022, 3.923432847564075, 4.135137623438297, 3.7625843319350714, 5.264694834037608, 3.3866466376205784, 4.073594664427462, 2.9242733629234583, 3.5730989782327955, 2.72298470142204, 3.162474114495066, 3.950137845147797, 3.340512610672601, 5.229724245130658, 3.0407697002856664, 5.170771139868406, 5.706670722808938, 3.7906159168852644, 2.8250240137721687, 2.94412729105677, 3.496984383666139, 3.9588912764551805, 6.783863316009571, 3.023633992972664, 2.8342060000285243, 2.733519997900774, 3.5502682926731057, 6.04464289679394, 3.1668862345647666, 3.419886737093321, 7.062247541697641, 4.264706880298107, 4.183878894644364, 4.471306243284676, 3.895589402628756, 6.966724620705438]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)N(C)C)C(O)(C(F)(F)F)C(F)(F)F,"[3.857439768136712, 4.55246215844306, 3.385881122895482, 6.42311815954804, 3.2860323737565214, 4.101305107512934, 3.0788352589435797, 4.138505157704336, 3.8761703282301165, 6.376578743605, 2.816491683776424, 6.981213957255257, 4.543231433161766, 3.7856250180881403, 3.1230598831579828, 4.014862448769321, 4.081104452413529, 3.7137238515617312, 5.2199469930066105, 3.4678254385730414, 4.078820651308574, 2.9972992032614236, 3.689425935756766, 2.8216414383589137, 3.2798914554166756, 4.0291059859422775, 3.451539152626088, 5.190585274135157, 3.0534813368084235, 4.7387545036273035, 5.277920502474104, 3.760613349207766, 2.93643330932691, 3.0337482848133055, 3.6202777465942217, 3.8235568632073687, 6.2829919866675965, 3.149259439169313, 2.9327778228379238, 2.8381151797286885, 3.4944887269005895, 5.615073720259408, 3.284038856461945, 3.3909777005309913, 6.301351252327345, 4.265860621108569, 4.194159978493876, 4.416426359959171, 3.9320869686417796, 6.295883055507935]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)[N+](=O)[O-])C(O)(C(F)(F)F)C(F)(F)F,"[3.8487077135408025, 4.543023082536559, 3.378746379009303, 6.412749016202566, 3.281850801593278, 4.10826684570061, 3.0996264100013358, 4.140877347096913, 3.8899100209419064, 6.370011889736752, 2.8174267254736396, 6.974581576078769, 4.530191489102523, 3.7736220417427697, 3.135069736339724, 4.003678097875856, 4.086128709403438, 3.7253014543221146, 5.212960672644513, 3.477173263607947, 4.099122418311984, 3.0217532441907506, 3.683656240792924, 2.8289531467405546, 3.272978478552451, 4.018803267334754, 3.444735296972274, 5.1871445365837054, 3.091623437686395, 4.7237325622586885, 5.268166812124559, 3.7724660749883783, 2.939373869617576, 3.0329122105235453, 3.612516066280699, 3.8257048607213653, 6.273978657302351, 3.1436152300880575, 2.939472676311057, 2.8376088101025623, 3.4810019717046607, 5.605812746858497, 3.2818493534616677, 3.3975376921379024, 6.294595873152877, 4.253967435253811, 4.211004685652689, 4.417735841242498, 3.9423928742763303, 6.2858803558231084]",1.0
