smiles,fingerprints
C[C@H]1CN(CCO1)C(=O)CCCn2cnc3c2c(=O)n(c(=O)n3C)C,"[2.16308231123818, 2.6859837218538716, 1.9101428839162973, 3.2090907198421648, 1.8362630578133805, 3.083137304053837, 1.932979787612235, 3.26348744466447, 2.8606785734666755, 3.3839760370162715, 1.5459576812100129, 3.3350449770839026, 2.5555518628865883, 2.0120521572999968, 1.92241601458002, 2.247378646548469, 3.148596500698973, 2.6658841832521922, 3.152686590224336, 2.656869498967238, 3.218044079994247, 1.8370994941091983, 2.075775246895954, 1.685305179116395, 1.8610056193993387, 2.2734652502636084, 1.9337590998037455, 3.131330718256235, 1.898529634324941, 2.71171546652812, 2.775030421522641, 2.736879453217421, 1.8319290001487896, 1.6997815193533516, 2.042350073637397, 2.6332378064045443, 3.4454567205329103, 1.7826956294151273, 1.810029461561717, 1.6205166079810385, 1.9264673722715704, 2.999108386903499, 1.851465150048896, 2.266761026681297, 3.2141089225860457, 2.483618654678571, 3.4973642120265263, 3.617091023686585, 3.2173091289879796, 3.3515096854331987]"
C[C@H]1CN(C[C@@H](O1)C)C(C)(C)CNc2c(c(=O)n(c(=O)n2C)C)C#N,"[1.8969391373355817, 2.081536926202558, 1.807731828285915, 3.2997793023828668, 1.7117645057199224, 3.411183860058809, 2.1500376233273544, 3.6017861452635325, 3.181812196547093, 3.145640760993428, 1.671237323856919, 3.3326538933402348, 2.129583407435464, 2.191832847642598, 2.1384205074661677, 1.9038348500121962, 3.5109674716937698, 2.9600860496659296, 2.295585604576558, 2.9473223616857274, 3.58482539461474, 2.058889582056147, 1.8800959107058444, 1.8659672230012592, 1.8099313764636809, 1.9057384221252278, 1.7585682474457598, 2.3057959552663605, 2.127528880967215, 3.0816089578289367, 2.5076656596568285, 3.0430756909917647, 2.008194785273987, 1.6431721807940094, 1.8604988037735302, 2.912109273098881, 2.988430043077073, 1.7534050407754251, 2.008816405396884, 1.7121258387909908, 2.0250988253684783, 2.7010038459281773, 1.7584281374165718, 2.5014944286217093, 3.065778814247692, 2.10457739601056, 3.889664383932233, 4.006567741919074, 3.59427308879923, 3.1669330621590985]"
C[C@H]1CN(C[C@@H]1[NH+](C)C)C(=O)Cn2cnc3c2c(=O)n(c(=O)n3C)C,"[2.1331619305149294, 2.3844779539250918, 1.9931260491094716, 2.899827481645162, 1.8971856695632594, 3.1926352077796256, 2.1706401158509814, 3.3824367055412825, 3.0227039615891496, 2.972453292552831, 1.7135013356423245, 2.8701176804850306, 2.3136278888419612, 2.0823124769078736, 2.096938831187521, 2.1670595811563405, 3.31669527208606, 2.8256906500668757, 2.650077900782336, 2.8817199952855526, 3.422699391635954, 2.074432317251732, 2.1022771084833143, 1.905210738553874, 1.9644518873666268, 2.1687660727321956, 1.9593864847486484, 2.6518248575648116, 2.1081708429188426, 2.7497414093579695, 2.4731713062859946, 2.906927767646869, 2.0448061520986203, 1.7938183999346045, 2.075898684098223, 2.747367813839649, 2.995243256902926, 1.911470830505875, 2.031070476980373, 1.8075257110930387, 2.0261072720927675, 2.672254322530376, 1.938840166745755, 2.4380106376657067, 2.8246556127494027, 2.3241768874664452, 3.7059755441729814, 3.7880141618791905, 3.4323382125506843, 2.98897569163289]"
C[C@H]1CN(C[C@H]1[NH+](C)C)C(=O)Cn2cnc3c2c(=O)n(c(=O)n3C)C,"[2.1331619305149294, 2.3844779539250918, 1.9931260491094716, 2.899827481645162, 1.8971856695632594, 3.1926352077796256, 2.1706401158509814, 3.3824367055412825, 3.0227039615891496, 2.972453292552831, 1.7135013356423245, 2.8701176804850306, 2.3136278888419612, 2.0823124769078736, 2.096938831187521, 2.1670595811563405, 3.31669527208606, 2.8256906500668757, 2.650077900782336, 2.8817199952855526, 3.422699391635954, 2.074432317251732, 2.1022771084833143, 1.905210738553874, 1.9644518873666268, 2.1687660727321956, 1.9593864847486484, 2.6518248575648116, 2.1081708429188426, 2.7497414093579695, 2.4731713062859946, 2.906927767646869, 2.0448061520986203, 1.7938183999346045, 2.075898684098223, 2.747367813839649, 2.995243256902926, 1.911470830505875, 2.031070476980373, 1.8075257110930387, 2.0261072720927675, 2.672254322530376, 1.938840166745755, 2.4380106376657067, 2.8246556127494027, 2.3241768874664452, 3.7059755441729814, 3.7880141618791905, 3.4323382125506843, 2.98897569163289]"
C[C@H]1CN([C@@H](CO1)C)C(=O)CCn2cnc3c2c(=O)n(c(=O)n3C)C,"[2.128805926962615, 2.4862901320476456, 1.9444096336054002, 3.039926360862091, 1.8568717283758358, 3.1882346150900815, 2.0630516679766493, 3.3751571335307258, 2.984130592447533, 3.1436817955061493, 1.640635216588729, 3.0495586692321806, 2.4005510475401994, 2.0597924187508, 2.028536404437502, 2.1819986398298954, 3.2812643589818697, 2.7822188773458025, 2.822399719547318, 2.7908927127902663, 3.363764904297497, 1.96782422339732, 2.075871285999508, 1.8025502097972468, 1.9081403858990866, 2.1935843679793376, 1.9317048346663324, 2.817213060073451, 2.0236775450343, 2.762041572136499, 2.5919017463599365, 2.859612374172553, 1.944884484001702, 1.7422272775942722, 2.046323948247336, 2.7266578967342108, 3.1737495304168775, 1.8442555363989959, 1.9293979436248705, 1.7182197764312184, 1.9839601238205171, 2.8013060974005413, 1.8891675051945302, 2.3742798348896823, 2.983161401540779, 2.3784332813966165, 3.6486377240139936, 3.7595458245422124, 3.3663594398561543, 3.1431382126331315]"
C[C@H]1CN([C@H](CN1C(=O)[C@@H]2COCCO2)C)C(=O)[C@@H]3COCCO3,"[2.3780292607241624, 3.0917284803907625, 2.069125660448696, 3.378022815948252, 2.0186852900479786, 2.1955886472388833, 1.789519397091498, 2.2208760649577464, 2.11237461254123, 3.7761601213009808, 1.5783642036695957, 3.863762153918849, 2.886720230918035, 1.9776738033944616, 1.7087715446710852, 2.4807165112882172, 2.1999411766244767, 2.0086066583257574, 3.8287513657654793, 1.9521665218741648, 2.2542635927414225, 1.725815945161515, 2.269375693835533, 1.6450399562855167, 2.0183714690206855, 2.5190303359584107, 2.1428859697217564, 3.7634105995574236, 1.7037203248925143, 2.352109068298759, 3.099642038208466, 2.0468673014465946, 1.7072720535184431, 1.853168077513232, 2.2298752999817086, 2.030520728992605, 3.907758678748912, 1.9191996668577016, 1.7009204440376977, 1.6886170736432922, 1.9436686093872904, 3.345518054791568, 2.0144615750384087, 1.8327858669792358, 3.59851769689804, 2.738195036437599, 2.285960713352738, 2.371130117112987, 2.1525958901334796, 3.623717600306144]"
C[C@H]1CN([C@H](CO1)C)C(=O)CCn2cnc3c2c(=O)n(c(=O)n3C)C,"[2.128805926962615, 2.4862901320476456, 1.9444096336054002, 3.039926360862091, 1.8568717283758358, 3.1882346150900815, 2.0630516679766493, 3.3751571335307258, 2.984130592447533, 3.1436817955061493, 1.640635216588729, 3.0495586692321806, 2.4005510475401994, 2.0597924187508, 2.028536404437502, 2.1819986398298954, 3.2812643589818697, 2.7822188773458025, 2.822399719547318, 2.7908927127902663, 3.363764904297497, 1.96782422339732, 2.075871285999508, 1.8025502097972468, 1.9081403858990866, 2.1935843679793376, 1.9317048346663324, 2.817213060073451, 2.0236775450343, 2.762041572136499, 2.5919017463599365, 2.859612374172553, 1.944884484001702, 1.7422272775942722, 2.046323948247336, 2.7266578967342108, 3.1737495304168775, 1.8442555363989959, 1.9293979436248705, 1.7182197764312184, 1.9839601238205171, 2.8013060974005413, 1.8891675051945302, 2.3742798348896823, 2.983161401540779, 2.3784332813966165, 3.6486377240139936, 3.7595458245422124, 3.3663594398561543, 3.1431382126331315]"
C[C@H]1C[C@@H](C(=O)C(=C(CC2CC(=O)NC(=O)C2)N3CCCC3)C1=O)C,"[2.6634829224693375, 2.9707368057254335, 2.428737557545355, 3.0085220943372275, 2.358390411835151, 2.2675627356564942, 2.147622056206809, 2.31577685633466, 2.2878678496130576, 3.244005679258192, 1.8633610441097406, 3.2967450428743716, 2.769108234080592, 2.1335535582075957, 1.9493281958995388, 2.726870874143497, 2.3636291398595084, 2.1921303269847456, 3.3552282980299273, 2.2560447818262523, 2.485961220094713, 2.0780950153979365, 2.594408900098305, 1.991142810991184, 2.381424085659507, 2.72465321408305, 2.4801476918331966, 3.3583084897318356, 1.9963964479016432, 2.365796312159553, 2.8219963210488594, 2.2527205252429807, 2.0512150338745965, 2.188077440570785, 2.558973107394644, 2.135447584393793, 3.3978896038134456, 2.2888854576184783, 2.040102160035455, 2.040292700121845, 2.164175686769159, 3.0371113496460302, 2.3648243242818925, 2.066232924854618, 3.127835737180585, 2.7515117060174914, 2.5204816173447093, 2.5212000708540083, 2.4001066920417875, 3.215881303946421]"
C[C@H]1C[C@@H](CN(C1)C(=O)CN2C(=O)c3ccc(cc3C2=O)[N+](=O)[O-])C,"[2.6100242831814575, 2.9471770715149486, 2.3688505147829058, 3.008803687210951, 2.2919544926081055, 2.3285322478115598, 2.1709933452308747, 2.3774359876688194, 2.3481168493880262, 3.224261059224276, 1.8643504888823241, 3.2808031789973837, 2.7509908994904073, 2.1346025891547287, 1.9717734326955296, 2.6897686346458247, 2.4379754380752043, 2.25008609461203, 3.2919618582696666, 2.3037614243168245, 2.568492606651054, 2.1028823255697398, 2.5415450800622588, 1.9894299918734564, 2.303435290686354, 2.6825414445131717, 2.390649100485951, 3.2956012650540187, 2.0515121408020764, 2.3883067973911145, 2.811086981016336, 2.3152606646192027, 2.056233989316482, 2.132912674978449, 2.495176289745558, 2.179340458373831, 3.361459098579253, 2.230834636419251, 2.043562246991647, 2.0119741312613133, 2.1586844788647745, 3.0257673382704384, 2.3024830590614553, 2.1008230954402287, 3.136143332529373, 2.7510736328656713, 2.614991820528415, 2.6183924827055494, 2.4870221992840835, 3.200157768297642]"
C[C@H]1C[C@@H](CN(C1)C(=O)[C@@H](C)n2cnc3c2c(=O)n(c(=O)n3C)C)C,"[2.126962662729661, 2.376393533393861, 1.9853525817122124, 2.86669716331546, 1.8898278766649494, 3.2285774216314387, 2.166966975365756, 3.4315988021933914, 3.051067055480109, 2.944301691841988, 1.6955725079984987, 2.845800832628603, 2.298566919509473, 2.058021251749708, 2.0877425353087053, 2.1606930683241514, 3.3598869217931004, 2.846771297058911, 2.643944774953625, 2.9158166276532507, 3.471562811679965, 2.065444114835276, 2.0932983494401354, 1.8957361418647714, 1.955237558466983, 2.162349932539878, 1.9500191480853877, 2.6448195228144846, 2.1009969523302687, 2.73465410856269, 2.4496369757741934, 2.932075770156659, 2.040728455410772, 1.7858128461732208, 2.066301198099705, 2.7646119579454904, 2.9716738721475844, 1.9001300593304, 2.0235506993086094, 1.7935586478766976, 2.0050091735088484, 2.6495152382968414, 1.9287635786917714, 2.4432997843283535, 2.7995761155738244, 2.3151958390079783, 3.77614570718285, 3.848145322440699, 3.4896670001678167, 2.9619206166509864]"
C[C@H]1C[C@@H](CN(C1)c2nc3c(n2CC(=C)C)c(=O)n(c(=O)n3C)C)C,"[2.1439905453598764, 2.318853887200626, 2.017275846833597, 2.7937115968133432, 1.9225731918886009, 3.2551667938982094, 2.1935763961077983, 3.4739961545210525, 3.0801417373463926, 2.833081689020256, 1.7061680276919426, 2.7053655746500533, 2.2500633688511824, 2.082291216852806, 2.0993366527555306, 2.1693583594886867, 3.399439139459133, 2.8744357970269094, 2.515935686768544, 2.9844270188033564, 3.5283185204524807, 2.084791314447104, 2.113903652631387, 1.9210252167215605, 1.9970850483555214, 2.164823726955348, 1.9899675568023354, 2.5325579163702145, 2.1023663474034446, 2.7588048389856263, 2.37580305326724, 2.967121018707249, 2.0764398143415743, 1.8213623116608588, 2.089033815895176, 2.7826926282521574, 2.8592293879348754, 1.9351756187246407, 2.054459148903205, 1.8190472299067, 2.0261725748529096, 2.576691743820618, 1.9580358893862304, 2.466054488056121, 2.6917360857246044, 2.28917797364854, 3.8489001199326838, 3.897951883653493, 3.5640509043339295, 2.888031488534271]"
C[C@H]1C[C@]23[C@@H]4[C@@](O4)([C@@H]5[C@@H]([C@@]2(C1=O)O3)C(=C)CC[C@@H]6C5=C(C(=O)O6)C)C,"[1.9042300693935017, 2.247895661337168, 1.7736466216096272, 4.0560893651435554, 1.7050796145782652, 3.1473015480767437, 1.9770408941704074, 3.3370754857089358, 2.8431939788717617, 3.837346931881493, 1.6130966549529187, 4.178641007921358, 2.361366592456345, 2.2145628557540697, 1.9823330975506022, 1.9325094764275295, 3.14843255742187, 2.6477431829893314, 2.5675247650999453, 2.4829650458162, 3.1134174989573014, 1.9078514020480744, 1.8683308112437058, 1.721106401107487, 1.779364625402239, 1.941561253534577, 1.7538494370959006, 2.574356791241705, 1.9624153685874912, 3.1422698995326392, 2.922353800099741, 2.7127544908507444, 1.8158909102175216, 1.63932310605896, 1.8374339450873705, 2.671132526172022, 3.5670352039436475, 1.7009356216396108, 1.8296506173113496, 1.6245527002310387, 2.0014179084068826, 3.1230923433683406, 1.729904309234561, 2.2574666300522854, 3.7590037297256345, 2.2292117803147904, 3.3330033751112405, 3.6497834647930323, 3.0527657991472683, 3.8206888423212084]"
C[C@H]1Cc2cc(ccc2N1CN3C(=O)C(=O)N(C3=O)C(C)C)[N+](=O)[O-],"[2.537012676168998, 2.8140602660680716, 2.3426562267089714, 2.8962134079553263, 2.2516040537013478, 2.427963759377286, 2.2683348343196097, 2.482272653161283, 2.459747568641559, 3.087216929568395, 1.9100272102834712, 3.133047931373995, 2.639404909453982, 2.1422101388425028, 2.052771331473778, 2.5966595424311016, 2.559782935106259, 2.355836724785493, 3.1284207404701934, 2.427484146126928, 2.7081316093031353, 2.2021604278628173, 2.4937886435994097, 2.0696009265950686, 2.2848594765722123, 2.5865411857205527, 2.330242722297517, 3.130155527476424, 2.150710733238256, 2.412287258468831, 2.697851238222807, 2.423801709342466, 2.134939399355044, 2.110293215864758, 2.4505128236580096, 2.2633213673738224, 3.2108493925104935, 2.227893091897695, 2.1314034286759496, 2.0551535743512472, 2.167869014325849, 2.9011665236716624, 2.2808147980712414, 2.1879912192225466, 3.0061297728015335, 2.656147076403293, 2.763478114076132, 2.7551970496901674, 2.629596289345585, 3.0643844039869177]"
C[C@H]1[C@@H]2C[C@@H](C2(C)C)C[C@@H]1OC(=O)/C=C/c3cn(c(=O)n(c3=O)C)C,"[1.9348017638491697, 2.153243603381842, 1.8146533385786046, 4.085380448914208, 1.7374024602835791, 3.235015646646042, 2.0656056738607296, 3.3909015600032544, 2.9441235615952106, 3.485410845181038, 1.6587148997238863, 4.463017202234887, 2.1682943151061065, 2.2014418623037897, 2.0414865033649994, 1.9515004174244863, 3.2480145676155354, 2.740844731810464, 2.3952784369246, 2.600823628034403, 3.212027821774937, 1.990556116785604, 1.9009206387967112, 1.8173375380818593, 1.8135065877087035, 1.9522231063085989, 1.7809688703757232, 2.400804063506458, 2.0385543702414393, 3.239963733367944, 2.601174324857705, 2.810572909486909, 1.9305085743195713, 1.6605764271787187, 1.8837883129736406, 2.752411451796829, 3.1258036091349384, 1.7587310846180664, 1.935242021925148, 1.700947379468837, 2.022155581296299, 2.7928590623750305, 1.7721002617003647, 2.3386466387557445, 3.500770580558034, 2.155262819730761, 3.42934387082633, 3.7204987275933763, 3.1654669652052743, 3.480321082413611]"
C[C@H]1[C@@H]2C[C@@H](C2(C)C)C[C@@H]1OC(=O)/C=C\c3cn(c(=O)n(c3=O)C)C,"[1.9348017638491697, 2.153243603381842, 1.8146533385786046, 4.085380448914208, 1.7374024602835791, 3.235015646646042, 2.0656056738607296, 3.3909015600032544, 2.9441235615952106, 3.485410845181038, 1.6587148997238863, 4.463017202234887, 2.1682943151061065, 2.2014418623037897, 2.0414865033649994, 1.9515004174244863, 3.2480145676155354, 2.740844731810464, 2.3952784369246, 2.600823628034403, 3.212027821774937, 1.990556116785604, 1.9009206387967112, 1.8173375380818593, 1.8135065877087035, 1.9522231063085989, 1.7809688703757232, 2.400804063506458, 2.0385543702414393, 3.239963733367944, 2.601174324857705, 2.810572909486909, 1.9305085743195713, 1.6605764271787187, 1.8837883129736406, 2.752411451796829, 3.1258036091349384, 1.7587310846180664, 1.935242021925148, 1.700947379468837, 2.022155581296299, 2.7928590623750305, 1.7721002617003647, 2.3386466387557445, 3.500770580558034, 2.155262819730761, 3.42934387082633, 3.7204987275933763, 3.1654669652052743, 3.480321082413611]"
C[C@H]1[C@@H]2[C@H](CC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C)OC(=O)CCC=C,"[2.4024377367423004, 2.389986274715235, 2.325385761798358, 2.6055767671145444, 2.2277868186762797, 2.8072341178893367, 2.425889807807425, 2.907034771331765, 2.807696037475016, 2.6851658958593623, 2.0010813680082835, 2.6006350417939377, 2.313278237617668, 2.224855033891015, 2.220497189237502, 2.388091529500556, 2.95796601026964, 2.6490279671008463, 2.5268962199659333, 2.706856207062767, 3.077157043027322, 2.3509316193086987, 2.3967972278305725, 2.2127607844506496, 2.326135595093547, 2.3615504621702894, 2.2885279688721636, 2.562508653844827, 2.288684736601981, 2.601574452689165, 2.3439601421643514, 2.7301680308746255, 2.288476402560919, 2.126667460825778, 2.381673279521529, 2.5407617439000245, 2.7403596506407495, 2.265950822366321, 2.2990901027932047, 2.1542678343220185, 2.238677241869511, 2.5202575948544257, 2.2772719921709688, 2.4027995928339863, 2.555857531970637, 2.383079260054036, 3.172863646754959, 3.204242007227466, 3.0130835746299223, 2.720484749917574]"
C[C@H]1c2ccsc2CCN1CC(=O)c3c(n(c(=O)n(c3=O)C)C)N,"[2.0991742420936887, 2.446434674676372, 1.9147859767565507, 2.844584801032785, 1.831286651554899, 2.902770996457926, 2.0559495249927573, 3.0607313677551966, 2.78452024419196, 2.980390672385973, 1.6217356735676425, 2.939583951508549, 2.3343745117302417, 1.9817233159000296, 1.9578869413365276, 2.149254595624309, 3.029566262041772, 2.6117377917195603, 2.7890501913627075, 2.695171333725051, 3.1529377808608414, 1.9595951728483585, 2.041697486374382, 1.8036323001724504, 1.8795277749508088, 2.1626095294749783, 1.898904320111909, 2.780351391629925, 1.981876860978293, 2.5503553872645703, 2.4951884827051583, 2.6955608839578575, 1.9458116039432847, 1.719899263325837, 2.014568171504688, 2.5271902933706025, 3.041952117564482, 1.8231805052892605, 1.9293711227321406, 1.708847731971952, 1.9358329453816916, 2.701026545568613, 1.8631294848016051, 2.2571071283956368, 2.851405186115272, 2.328135351964928, 3.3819200867111863, 3.415174186461553, 3.1558699929795795, 2.966627190173655]"
C[C@]12CC[C@H](C1(C)C)[C@H](C2=O)NC=C3C(=O)N(C(=O)N(C3=O)C)C,"[1.8397114455900228, 2.0104535667848764, 1.7934233525399081, 4.391458487956122, 1.693626252338621, 2.7978725314774677, 2.052519999357189, 2.8771953985751413, 2.6134145688147656, 3.561157069816871, 1.656471201789415, 5.286266782039583, 2.040338584273944, 2.1569170624701797, 1.9680292551081362, 1.829511253304747, 2.817704866575889, 2.47005107149044, 2.266090570597461, 2.3539854889729046, 2.8293081179081474, 2.0005437891033955, 1.8459883618080788, 1.8226297281123602, 1.8010952350394092, 1.8274151968537073, 1.7302332453271565, 2.275232125310852, 2.0088000017453265, 3.164667964657258, 2.5939615428826297, 2.515480524666622, 1.8869727495546478, 1.638159756069382, 1.830475964651598, 2.492457325075242, 3.0823635951722617, 1.7497983318978072, 1.905810490302927, 1.716301529633541, 1.9624689177059953, 2.787668906601837, 1.7510022847937936, 2.176584119430764, 3.7507846737459563, 2.0141896501094174, 2.96209363025345, 3.1473571158248563, 2.743818578848403, 3.5101377370394893]"
C[NH+](C)CCN1C[C@@H](CC1=O)C(=O)N(C)Cc2c3c(on2)CCCC3,"[2.584451570903306, 3.1685718821965128, 2.2879604301007586, 3.439007869503012, 2.223851195823536, 2.1793767270962383, 1.938826610023874, 2.2213064333673316, 2.140244528652641, 3.749597879336549, 1.7152175623008628, 3.8085293785748364, 2.9794403760962207, 2.1185535956499026, 1.802294432483902, 2.6883537730772256, 2.225200127462229, 2.054572212537827, 3.7287953994511054, 2.075355022294725, 2.3095786291844504, 1.864224347227096, 2.482935644270122, 1.7998440500912878, 2.2244057102230306, 2.711335521624124, 2.359936846705137, 3.70558698049073, 1.8007306131992904, 2.4144863227971585, 3.1587624340312317, 2.1069197974751033, 1.8782715131803407, 2.0447560721790214, 2.4439466599224615, 2.050536923341584, 3.8905971130778463, 2.1285785146147047, 1.852606567454823, 1.8629850946585707, 2.103484453883011, 3.4026222834457784, 2.2180165545467845, 1.9305809962690104, 3.607026028323415, 2.871708737490472, 2.342665547300695, 2.4024550940071796, 2.231852322726009, 3.669055619326928]"
C[NH+](C)CCN1C[C@H](CC1=O)C(=O)N(C)Cc2c3c(on2)CCCC3,"[2.584451570903306, 3.1685718821965128, 2.2879604301007586, 3.439007869503012, 2.223851195823536, 2.1793767270962383, 1.938826610023874, 2.2213064333673316, 2.140244528652641, 3.749597879336549, 1.7152175623008628, 3.8085293785748364, 2.9794403760962207, 2.1185535956499026, 1.802294432483902, 2.6883537730772256, 2.225200127462229, 2.054572212537827, 3.7287953994511054, 2.075355022294725, 2.3095786291844504, 1.864224347227096, 2.482935644270122, 1.7998440500912878, 2.2244057102230306, 2.711335521624124, 2.359936846705137, 3.70558698049073, 1.8007306131992904, 2.4144863227971585, 3.1587624340312317, 2.1069197974751033, 1.8782715131803407, 2.0447560721790214, 2.4439466599224615, 2.050536923341584, 3.8905971130778463, 2.1285785146147047, 1.852606567454823, 1.8629850946585707, 2.103484453883011, 3.4026222834457784, 2.2180165545467845, 1.9305809962690104, 3.607026028323415, 2.871708737490472, 2.342665547300695, 2.4024550940071796, 2.231852322726009, 3.669055619326928]"
C[NH+]1CCNC(=O)C12CCN(CC2)C(=O)c3coc4c3C(=O)CCC4,"[2.535726231854635, 3.320579633162296, 2.1546252445346434, 3.5674875310143523, 2.105243240723478, 2.2620696157165563, 1.7954480432131306, 2.3141347384771125, 2.1708297356976476, 3.9318760005973625, 1.6025478169195908, 4.0342205868645316, 3.08865842717909, 2.0420837118972064, 1.717117131399461, 2.6761483431363398, 2.27411753613001, 2.0629594073087403, 4.013773347607115, 2.0046074187492007, 2.314723538561573, 1.7241396110663703, 2.395309673392466, 1.6480573747103644, 2.0780273133835774, 2.7145863346895416, 2.2526303654135047, 3.972665636143767, 1.70386135391755, 2.395858970351295, 3.29040005220825, 2.1159146331220375, 1.7351423129078605, 1.9149624160720058, 2.3474143938140943, 2.081690778184642, 4.10824992202307, 1.9723244511779912, 1.7148054882970403, 1.7047898902274838, 2.0074875363765807, 3.5461996314636717, 2.087732044399771, 1.8730130750174823, 3.7853082258005726, 2.9324928048535615, 2.37242881969897, 2.4819560066767417, 2.226326358554791, 3.82724724531087]"
Cc1[nH+]ccn1CCN(C)C(=O)[C@]2(CC[C@H](C2(C)C)C(=O)N(C)C)C,"[2.047504775533822, 2.4765783661289436, 1.8465198673632761, 4.776601213214471, 1.763921890136734, 2.7280609733550927, 1.8698822625261549, 2.8120745993349106, 2.490531724157606, 4.068102588067123, 1.5755478958961402, 5.759466987266681, 2.446399222391614, 2.2074212699091103, 1.8543611904469524, 2.1076149576912626, 2.708822033297066, 2.3543306214995483, 2.881771111389721, 2.213179661851065, 2.679503494162305, 1.8068080493177983, 1.9821376262953478, 1.6734309655424189, 1.8181606196193316, 2.1231564566538905, 1.844568425840381, 2.8664920167572605, 1.826731871569663, 3.2246679062555827, 3.0259463068988426, 2.3960193028218497, 1.7604628851243047, 1.649972709897861, 1.955168797885804, 2.428866554669542, 3.6529337966484623, 1.7443128387214737, 1.7598640038537727, 1.6217556108935154, 1.9985419025504059, 3.250294477736648, 1.789086122553557, 2.0791284556696232, 4.224669677591436, 2.3530213398362787, 2.8200765285854885, 3.0610226247087193, 2.6056738058310605, 3.9888316140500835]"
Cc1c(=O)nc2n(n1)c(cs2)NC=C3C(=O)N(C(=O)N(C3=O)C)C,"[1.979913539474683, 2.26513848494372, 1.885447266388396, 3.1513422890204232, 1.7770751352958625, 2.9615647291779807, 2.1052616119617062, 3.0564981293926263, 2.7804961625689186, 3.172158864792183, 1.7320123455379244, 3.004002329392636, 2.2734450106113107, 2.153315786818263, 2.0635089057684897, 1.99977779093692, 2.9897235390427994, 2.624640408990656, 2.5493855117653608, 2.489171596019423, 3.0024153874828645, 2.0452436507513756, 1.9712300461607537, 1.8721846325852631, 1.8555585491962412, 2.0030760968988135, 1.8130691898111013, 2.5453683382567704, 2.0896509522388977, 2.8698610572535723, 2.5516800036276504, 2.683700560350131, 1.9651802503223885, 1.7064914121298163, 1.9467321427050028, 2.6210375172113256, 3.1039911688349777, 1.8229751144913964, 1.9746101111098522, 1.771707763171588, 2.051260279204696, 2.7418108363056586, 1.838962690376668, 2.3104115085592025, 2.989557923811778, 2.25274089521596, 3.1319449888395363, 3.36508040731635, 2.9256344405439245, 3.1629526473361578]"
Cc1c(c(=O)[nH]c(n1)C(C)(C)C)C(=O)NCc2c[nH+]c(n2C)N(C)C,"[1.914806556275303, 2.255273380618398, 1.7718282839210535, 5.021677332580418, 1.672140527137648, 2.9900772987066224, 1.9349869863018145, 3.1290642113935436, 2.656825381055531, 3.80480417474278, 1.5924509319617404, 6.151172154294908, 2.2475804500840995, 2.2524551374758004, 1.9221513789833062, 1.9556910155892084, 2.929006283649038, 2.5039103041752337, 2.530703713731213, 2.3819217855332306, 2.8928265631884598, 1.8609694991196053, 1.880371291087712, 1.7099992516376865, 1.7398774096285865, 1.9627167145580862, 1.7201243746704316, 2.5305013814783077, 1.9068149314806773, 3.5827481825854397, 2.6978879284836927, 2.5584078521982714, 1.8247237066655357, 1.5824534618412278, 1.8561938428126896, 2.5880156146415434, 3.282968944876195, 1.693502150841091, 1.8176261673643173, 1.6187421453897528, 2.021825335088547, 2.924852529960788, 1.7172004159893857, 2.181323840357628, 3.892649292610283, 2.232385089231368, 3.06459555672761, 3.4200182613639223, 2.834736207747277, 3.7844147681629945]"
Cc1c(c(=O)[nH]c(n1)C)CC(=O)N2CCC[C@@H]2c3nc(no3)C(C)C,"[2.3078747922092187, 2.87839563317008, 2.0569714758571997, 3.7291213779182684, 1.9839573169970042, 2.5036881432128624, 1.9000142912163052, 2.556958941884683, 2.359317916780094, 3.897780114094649, 1.7232113700666998, 3.8219621068674288, 2.869475613501627, 2.3064313294450476, 1.8849919892512417, 2.397807357307059, 2.5060615419129704, 2.246404869647699, 3.322822427287103, 2.1463396293390193, 2.5258882518543597, 1.8352974628441907, 2.2258662342527793, 1.7345106108364174, 2.0036174191887595, 2.4185237637403385, 2.073488701422863, 3.309914596888795, 1.8495361425071253, 2.8143487586759544, 3.1935742521505057, 2.301750309215282, 1.8207605401847349, 1.854593275818841, 2.1863300231746208, 2.293200383948323, 3.9018295119555395, 1.934465573688887, 1.8092322170472621, 1.7524186518866276, 2.185319205827528, 3.415308617274764, 1.9976981704584829, 2.0566286632870536, 3.70833765007717, 2.7304004760163525, 2.5907214073472615, 2.775307875709137, 2.448072336399047, 3.853470678354742]"
