smiles,fingerprints,LXRbeta binder
CCCc1c2COC(c2ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)cc1)(C(F)(F)F)C(F)(F)F,"[3.7692190666176817, 4.572451856455314, 3.2974658055428603, 6.694258039046294, 3.199547213325321, 4.1362006995715905, 2.9863235362864224, 4.169422584655741, 3.860304894289202, 6.63559240467378, 2.7439263702955308, 7.2679441282829025, 4.560174551234153, 3.7828755325752006, 3.0688482588411166, 3.92732116235081, 4.073243989811407, 3.6921394131433862, 5.323006301713024, 3.392772325805515, 4.043965610749037, 2.9014051836816077, 3.6003781690097436, 2.724145944846671, 3.191496154931592, 3.955332803620605, 3.366354006318957, 5.28644890319235, 2.98103107846032, 4.836190987213791, 5.395663511433948, 3.736749970144158, 2.843134994175871, 2.9493591661710816, 3.5318539652213357, 3.841891040564713, 6.487731497505193, 3.0565351918130848, 2.8393872097209605, 2.744288359285571, 3.4563415235906674, 5.748210950900041, 3.196563803278171, 3.344114687798937, 6.550839407659606, 4.2576683308485235, 4.155038374611468, 4.4211842473362575, 3.8852363793969675, 6.518420412001511]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)N(C)C(C)(C)C1=O)C(O)(C(F)(F)F)C(F)(F)F,"[3.0784367006846045, 3.485042680587799, 2.819294129394633, 6.633338631995515, 2.717886442289881, 4.240627370181116, 2.8366644854983565, 4.369173442587, 3.8369186072864876, 5.666173966440369, 2.4752400776132415, 7.382984282760116, 3.5882929911355737, 3.4390537508686965, 2.9287608471444995, 3.155859711855987, 4.154844508380519, 3.642664107461478, 3.905885950437005, 3.346861562988364, 4.079257061636508, 2.762606812602927, 2.9896009809428605, 2.545832462097204, 2.7886361314391555, 3.157486809857585, 2.840605750353026, 3.914067560768587, 2.8445254418557053, 4.908024166075155, 4.3569295180754954, 3.679956007154251, 2.6537326128318495, 2.5691424772439198, 2.943424869611125, 3.798113418245646, 5.1793335295309415, 2.6708364599543, 2.6594272867414905, 2.4776363630050673, 3.0744172832496965, 4.65616657437918, 2.73710135073325, 3.254437456510191, 5.7129284970476535, 3.391632629047689, 4.316211413764977, 4.710080571175489, 3.968901756244407, 5.654942500233423]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(C)C)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.270459351527851, 5.0013838418592815, 3.7693042908175665, 6.698034318089838, 3.6649111115485256, 4.585488880151306, 3.4379560346626743, 4.645369139793831, 4.34190765579627, 6.743973293937726, 3.137085669028713, 7.163759040336547, 4.961588408020584, 4.151934466074596, 3.4689649119972077, 4.43405530900757, 4.5790844094932, 4.143709537187206, 5.698746216177463, 3.8972415203794584, 4.575545281240983, 3.340690908512202, 4.092688730809747, 3.1558212261667355, 3.667752285215629, 4.4479609804588325, 3.8508019962163593, 5.67919308859685, 3.38851317193721, 5.146448682709938, 5.623737091935559, 4.20974286021379, 3.2872262886987835, 3.3918391793616536, 4.0203875866033165, 4.251135674923375, 6.7123039656082115, 3.5211081879133435, 3.2816762238476214, 3.1737358082202913, 3.874085503036362, 5.997861758249849, 3.658904675007221, 3.771640129463176, 6.606311707246101, 4.698379567337923, 4.715550757621276, 4.962907655069084, 4.42588854128886, 6.6752030806022935]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(F)(F)F)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.269814533412673, 5.0766680874689065, 3.765400318380399, 7.002239319456413, 3.659016731213422, 4.738804826982602, 3.476365270313517, 4.776071305748034, 4.455555924461871, 7.040668234647407, 3.2114597494407864, 7.43551043226682, 5.089606950160714, 4.326874455091668, 3.5881981501765656, 4.440595068208896, 4.689635513494907, 4.266970586666819, 5.803625805600773, 3.9324703775104703, 4.6633696908607885, 3.394078818703332, 4.090307364602953, 3.1777805715667693, 3.661517005731935, 4.460294619174531, 3.8430089894953214, 5.789469277755733, 3.4885442139618945, 5.414466198737641, 5.830648236899033, 4.316758507113073, 3.3007170458997486, 3.406845909970855, 4.007956700425308, 4.42178180540105, 6.968316338983926, 3.5121374340568354, 3.305023081575966, 3.1793023981316644, 3.990330950469014, 6.217663090561382, 3.654442663059944, 3.8860636553701196, 6.876951580899403, 4.78548296386829, 4.794075231317221, 5.068311945391396, 4.487057247077969, 6.961744822233232]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.041108311445007, 4.778934096606383, 3.554562855719943, 6.5126968098666005, 3.453061170593305, 4.426955620273909, 3.2393155633523074, 4.4793137626640505, 4.161492128081273, 6.543834268701978, 2.9591752923679713, 6.947763406336053, 4.747482157965542, 3.9739014361329015, 3.2984217138464493, 4.203087612344112, 4.3933971245478425, 3.971741312914629, 5.46294581669347, 3.6889368679147365, 4.369030856514333, 3.149278674199506, 3.8656761838647147, 2.9663184633736557, 3.4533609856389176, 4.219709095105586, 3.6325762763836744, 5.445299392287575, 3.212348444385402, 4.990535900994404, 5.425638818119068, 4.0282682416175355, 3.0943699923689536, 3.1942623441602347, 3.7952338343887444, 4.095989137498286, 6.489161089628746, 3.3115414852372793, 3.0887780029926004, 2.9795231733282628, 3.682140813376362, 5.787534839544152, 3.447527233768147, 3.5965047870518116, 6.403369874313756, 4.480747385918297, 4.5023362471799455, 4.768649022836392, 4.216458615711868, 6.4697034598433225]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OCC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.187035602200951, 4.94364158909038, 3.6780565453007013, 6.656551376929432, 3.578562323378566, 4.448896921563894, 3.304869846942144, 4.49912843317888, 4.193066792975914, 6.705439097371328, 3.0369077366512722, 7.121943970312394, 4.901224312167146, 4.068868148401717, 3.3552791286388004, 4.3564216001493365, 4.41917608266345, 4.006946017619233, 5.64396671103023, 3.7395705623498356, 4.402814492095262, 3.2108288414740893, 4.001981356211149, 3.0359915139612403, 3.574203943770829, 4.373615539362567, 3.770788315624425, 5.628975422669037, 3.2646425039117517, 5.062358608813776, 5.576898129442046, 4.065010800530528, 3.1654950605192256, 3.3050969868628455, 3.9310036410796876, 4.131297723209357, 6.666267595587241, 3.4244526506006316, 3.1566900562351554, 3.067023070156669, 3.781897803657462, 5.949893412567761, 3.5679436351495584, 3.6480476583978803, 6.563773017295987, 4.627959328516645, 4.532383908046072, 4.786556969173413, 4.248706745849876, 6.631848470312212]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)C(C)C)C(O)(C(F)(F)F)C(F)(F)F,"[4.195567165988544, 4.939368322055199, 3.6911941318138344, 6.580793514795904, 3.594096902290207, 4.4311002597485665, 3.3417103588223798, 4.4875848833137635, 4.1939987358693545, 6.6343002334657815, 3.062762196507196, 7.0781882843278625, 4.895841098947463, 4.060964439520263, 3.3692323663784194, 4.367122373725622, 4.424125565876135, 4.007645619465288, 5.643833864042379, 3.7719393475449317, 4.4185503057344535, 3.2482730088092655, 4.0134598075710395, 3.071745489500475, 3.591101296824754, 4.380756371907452, 3.7787336811620467, 5.618660342393461, 3.2875451710969306, 5.0203671065401405, 5.542820904036768, 4.071110410787061, 3.196857898028612, 3.3238474086742027, 3.9403106143789914, 4.118505769401241, 6.61524750676477, 3.4448862513379943, 3.190019919849589, 3.097103512807916, 3.788527129500287, 5.908693331263663, 3.5825164087043966, 3.6583052127901237, 6.510875964718739, 4.624260751582012, 4.553744320528765, 4.7924195736086155, 4.273051052173604, 6.566333813023521]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)c1ccccc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.5765431035981505, 5.361160196237762, 3.967728438606831, 6.977625294292224, 3.877493354763625, 4.739484078450671, 3.4918430874608832, 4.793539249417128, 4.478939707463676, 7.060279244885967, 3.2293280174823376, 7.541173710829469, 5.2656125651410175, 4.273509678863019, 3.5311781541905716, 4.775679058206017, 4.724752399490272, 4.269107938292951, 6.123235905761683, 4.005018332280118, 4.70017185501632, 3.3846684868784975, 4.3418255056636, 3.2255068463834347, 3.836504156033553, 4.789564548392121, 4.08592173735375, 6.088502387906537, 3.438339034111948, 5.289852585538671, 5.91974620884958, 4.337493404631615, 3.37910204007847, 3.5497977530450067, 4.275630533035452, 4.380920466627101, 7.079740856538802, 3.6824878708091884, 3.3660585374889687, 3.27974351792791, 4.009280104351546, 6.315032950419429, 3.8548687544665183, 3.864166657524693, 6.920612331937823, 4.996372247450401, 4.8643033293636, 5.134470286663451, 4.559161118794561, 6.986922371003074]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc2OCCOc2c1)C(O)(C(F)(F)F)C(F)(F)F,"[4.223064975109629, 5.141641259729663, 3.6769741448455364, 6.957344915919867, 3.5834179830135207, 4.575505224146876, 3.2847277418918353, 4.622947294280632, 4.267100977460302, 7.05643048761011, 3.0338646800501605, 7.4415715972217535, 5.100958359807436, 4.15540488196058, 3.384798436918462, 4.412838207108846, 4.505584065933989, 4.07567229780405, 5.955246060720616, 3.7488276359075154, 4.4681569539625, 3.1916217565850613, 4.021315867922147, 3.0032970301290707, 3.5681118516853627, 4.441682175708435, 3.782814264472991, 5.92364677189237, 3.27159066973083, 5.230093859936063, 5.824098674420055, 4.130355111825348, 3.1367609853573186, 3.3071293396318278, 3.9407624148510907, 4.231225337327214, 7.023826102537253, 3.4067687952356653, 3.128907784807672, 3.03746436275993, 3.835373040706028, 6.211882717668228, 3.564628597479867, 3.692355192765808, 6.873564212483696, 4.781421520124294, 4.598608176513409, 4.898690064183898, 4.30086816662456, 6.969056973230622]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(C)(C1=O)c1ccc2OCOc2c1)C(O)(C(F)(F)F)C(F)(F)F,"[4.10697924105464, 4.973898478815966, 3.5871428608867713, 6.801437356204877, 3.4944535168336324, 4.505595962339391, 3.233783346101268, 4.552300148218643, 4.202875201412894, 6.875740973662479, 2.981565574724782, 7.247745519037757, 4.956040036109206, 4.076290310454827, 3.3313873442052113, 4.287051894206038, 4.439866917255276, 4.014120844933343, 5.732956491214551, 3.6910745699682477, 4.404392137735135, 3.143833959805155, 3.9175634281419374, 2.9531561519933813, 3.482627244035857, 4.3126214563241, 3.682197521270908, 5.707268309328734, 3.2264952832998026, 5.13816331869753, 5.671802766042388, 4.068669548485184, 3.082576678744247, 3.230910449606278, 3.83750682348237, 4.1637281781608735, 6.82789620924673, 3.329121409838962, 3.0765524218054163, 2.979168314617832, 3.7587802343432126, 6.048202692591715, 3.4782225501401283, 3.632951729831152, 6.703002741786628, 4.649104530507644, 4.534529575954289, 4.82849869349737, 4.241047547505481, 6.797101505539747]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(CC)(C1=O)c1ccc(OC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[4.32106503448851, 4.9870675010760435, 3.8393582958115093, 6.264125199465214, 3.7257483230458086, 4.34536189446476, 3.4384186099881937, 4.3897399505075825, 4.171872452837298, 6.389925943901972, 3.135310316855284, 6.744816385969915, 4.881891048057451, 4.027771686671226, 3.4095581540489546, 4.4819999004551025, 4.361091847478079, 3.9928484780557225, 5.6469270803002045, 3.805149764777921, 4.388339734731222, 3.3391481020934757, 4.15165979340507, 3.1801183018808947, 3.7298249730641597, 4.485071920550633, 3.91941581050638, 5.637693630634378, 3.352765166283056, 4.870704015456127, 5.40126844174211, 4.058263589290883, 3.30573078916074, 3.4456416219499313, 4.083389767880845, 4.0798859901429605, 6.435085926593231, 3.5875064559602965, 3.292872703249164, 3.2189461206318795, 3.8214691710668767, 5.773537679663226, 3.7248304347410386, 3.6778585780548596, 6.249687941422476, 4.671715920064132, 4.4976072916469105, 4.687171017394221, 4.2405788309689365, 6.332162411513124]",1.0
CCCc1cc(cc(CCC)c1OCCCCN1C(=O)NC(CC)(C1=O)c1ccc2OCOc2c1)C(O)(C(F)(F)F)C(F)(F)F,"[4.3864159583821465, 5.1792634462513405, 3.8717924680087075, 6.561323774026634, 3.7667265077460104, 4.426677033631102, 3.431225266821422, 4.46671466205112, 4.213648814349281, 6.7257662850444895, 3.1559133014430665, 7.051427555005879, 5.0879621609712835, 4.128760572229978, 3.4407725322804885, 4.565439416489841, 4.409355864755569, 4.034982968138255, 5.913170769008012, 3.805328135706291, 4.4239461911419875, 3.3320822656606386, 4.203255776864722, 3.1655174461064197, 3.7584000717351356, 4.577377988985665, 3.968629778017701, 5.896344034570887, 3.3651680377263156, 5.0214257761827445, 5.6478758053109726, 4.0988539051903645, 3.292232026135583, 3.4814252669451866, 4.1253349560611285, 4.148144681918928, 6.774970059982341, 3.6044878141947327, 3.278832079731059, 3.2176336999808646, 3.8956386532044815, 6.033225588519444, 3.7551754360079137, 3.712810928817267, 6.55200659077604, 4.837345420195704, 4.530604501625213, 4.750718404987321, 4.2651230167561875, 6.6627463043261335]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)N(C)C(C)(C)C1=O)C(O)(C(F)(F)F)C(F)(F)F,"[2.805223139131815, 3.2057611267658794, 2.5466073607269273, 6.334957731217648, 2.457462940199321, 3.864324602726206, 2.553648878834061, 3.970128991772408, 3.4763873647265857, 5.360241566857885, 2.25372815843689, 7.097859517445128, 3.317751894007245, 3.1797990753393788, 2.671485005637088, 2.8819946695921184, 3.763826158931245, 3.3072208432512107, 3.62197451682257, 3.0075668857241995, 3.6858913600648293, 2.492957530929777, 2.716656637515319, 2.288971299684378, 2.511086118836632, 2.8864403186678578, 2.5656951194277617, 3.6204789939285584, 2.589311301936849, 4.5906591028406, 4.0874194969377164, 3.3302109892139304, 2.3804975416568768, 2.31837599602448, 2.670835114704269, 3.4697124739128324, 4.861168185836612, 2.404951483205058, 2.3909450608310627, 2.2305028742026893, 2.81610491271128, 4.362013201519176, 2.474529984559344, 2.9640764433917983, 5.4183920301221296, 3.1137985461574123, 3.8978089762880668, 4.273160932203997, 3.5768073047859996, 5.332590239756895]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(C)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.697558216538475, 4.461783938996499, 3.2028014812567394, 6.120305807416143, 3.1233721835911714, 3.8518893844098505, 2.8519038777337506, 3.877898676993303, 3.622821661476469, 6.162637033107666, 2.6620411767763765, 6.633234199431711, 4.44074528471533, 3.6254727295754234, 2.9313348321041395, 3.869635438129766, 3.8118744121061967, 3.4733602138610427, 5.16565512910033, 3.210496297874086, 3.7916602159563757, 2.7796721409455194, 3.5153120493999035, 2.617846744707587, 3.098889173667341, 3.8902888442015344, 3.2882891020868943, 5.130498840022287, 2.8480894117747857, 4.519397376713076, 5.111198908171796, 3.5133841717959435, 2.7232675517469582, 2.878168022107672, 3.4440710765034424, 3.6014409267309664, 6.116299046109278, 2.9678629936179237, 2.720242874156324, 2.6515271980030994, 3.3404487751387135, 5.440581266394387, 3.108236772614533, 3.177751582809875, 6.054239922150155, 4.145254969549708, 3.893645453554462, 4.119254415033793, 3.6463280549259887, 6.070030144215199]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(Cl)c(Cl)c1)C(O)(C(F)(F)F)C(F)(F)F,"[3.7714206925020934, 4.3948992004919045, 3.3437281686425004, 6.035459465778416, 3.243695523311769, 4.053728990896169, 3.0840518334130884, 4.08907643729181, 3.8392762029859564, 6.039282285908028, 2.809824130391158, 6.450236512789659, 4.399760817744365, 3.7264563685900165, 3.117105275680431, 3.9141336358461163, 4.033988765212126, 3.6833887628584456, 4.990077530304101, 3.4401177255205213, 4.048353414625599, 3.0076745065730384, 3.6243997695482704, 2.8178463419358297, 3.243838722301736, 3.9211143747978623, 3.3974306369897636, 4.975792763725679, 3.0639389231520835, 4.63199699359559, 5.031616249042058, 3.7311895293753143, 2.92228051325902, 3.0110875099169467, 3.553700949736194, 3.785806882744618, 5.984929246792114, 3.1203656480919877, 2.925343730754884, 2.823898956397141, 3.4554157632307696, 5.361998024196534, 3.245708227894695, 3.3692843240741213, 5.929776869648313, 4.1523060486543475, 4.158689311317575, 4.360992336368186, 3.9001716375669533, 5.983343467534089]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(Cl)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.7080756606562124, 4.424509543300626, 3.224292929085755, 6.058472255778818, 3.1433881638255894, 3.8733816577605826, 2.885624247618905, 3.8996866331051927, 3.6483320228189386, 6.088433197348879, 2.6808643038675775, 6.545555591385094, 4.404812186492858, 3.621262665752928, 2.957917651725481, 3.8737150782577445, 3.834992094401322, 3.499798274212363, 5.093238469640301, 3.238565964388051, 3.825209294686701, 2.8142572773240997, 3.532452704933783, 2.645075033709015, 3.119000564107321, 3.8908237542978426, 3.3064926798968526, 5.063109469007685, 2.8836697832584357, 4.511300451334069, 5.05838927439707, 3.539539174289364, 2.7480286316109837, 2.8977102868174938, 3.4608092648316737, 3.619575026857328, 6.042554849990826, 2.9895837490756927, 2.7486433710491185, 2.6755525973206895, 3.3432744645459618, 5.385444517503386, 3.130579949553245, 3.2016678616016536, 5.979370516528715, 4.125473557482429, 3.9282056656397395, 4.14499814177597, 3.678562380453818, 6.005727114695807]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(C)C)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.9972457899750626, 4.722102288037362, 3.4966175221498608, 6.39965341731197, 3.404487609457966, 4.209186112696395, 3.1549404279983784, 4.246324688979241, 3.981376413236368, 6.438040894355241, 2.9155737498523613, 6.87863427502156, 4.691047310892254, 3.8926797905452784, 3.211689070489796, 4.1601902667437, 4.188066060043926, 3.8082662729769385, 5.4148347825630285, 3.5579468431152943, 4.182179579669304, 3.0710416268390515, 3.819744387382205, 2.8989600637539095, 3.390202272613106, 4.176914489269104, 3.5758913652910946, 5.385604521756821, 3.1332990320183542, 4.829083619475383, 5.354227070797781, 3.8599978422734686, 3.0139912175238113, 3.1410726981422137, 3.7477978316964604, 3.9227347305905607, 6.394138621913881, 3.2552232111641013, 3.0131939979371936, 2.9266023194179134, 3.6157731324979445, 5.703708385389845, 3.396333308833314, 3.4812791163447825, 6.311775240320576, 4.420545484447645, 4.297148320144365, 4.5259880160975925, 4.033794089830453, 6.352850820125766]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC(F)(F)F)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.996600971859886, 4.797386533646987, 3.4927135497126938, 6.703858418678545, 3.398593229122862, 4.362502059527691, 3.1933496636492213, 4.377026854933442, 4.095024681901969, 6.734735835064923, 2.9899478302644336, 7.150385666951834, 4.819065853032384, 4.06761977956235, 3.3309223086691535, 4.166730025945028, 4.298617164045633, 3.9315273224565517, 5.519714371986338, 3.593175700246306, 4.27000398928911, 3.124429537030182, 3.817363021175412, 2.920919409153944, 3.383966993129411, 4.189248127984804, 3.5680983585700563, 5.495880710915703, 3.2333300740430393, 5.097101135503085, 5.561138215761255, 3.967013489172752, 3.0274819747247768, 3.1560794287514145, 3.735366945518453, 4.093380861068235, 6.6501509952895965, 3.246252457307594, 3.0365408556655376, 2.932168909329286, 3.7320185799305965, 5.9235097177013785, 3.3918712968860367, 3.5957026422517266, 6.5824151139738785, 4.507648880978012, 4.37567279384031, 4.631392306419905, 4.094962795619562, 6.639392561756703]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)c(OC)c1)C(O)(C(F)(F)F)C(F)(F)F,"[3.817301282300397, 4.43323856139017, 3.402420377123842, 6.194614508788027, 3.290465690324737, 4.579506787143783, 3.2629337996792724, 4.650455873307637, 4.301911491578615, 6.175931093372577, 2.914957787342063, 6.5253532501647005, 4.455306102577123, 3.8907353655008405, 3.3376409623943983, 3.9477293039712307, 4.561570017530766, 4.091965195747238, 5.027084224112187, 3.800991645817822, 4.541568708955703, 3.1732433207608137, 3.6723928903453515, 2.963618038492861, 3.316852936759496, 3.9555055304212754, 3.441182764355733, 5.012445174001216, 3.2632089008654384, 4.968225333981972, 5.110083788843874, 4.1503007409499855, 3.097921644710973, 3.065654459340923, 3.6075469936210416, 4.193998950011723, 6.093596180778318, 3.1913820540254263, 3.100412447491351, 2.9229549916986324, 3.59528988588745, 5.452304804664241, 3.303080131702982, 3.6696425500822074, 6.03229655543879, 4.22426557469234, 4.705302376782698, 4.977790462792415, 4.403125520692214, 6.132692966685115]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.767894749892218, 4.499652542784464, 3.281876087052237, 6.214315909088732, 3.192637668502745, 4.050652852818999, 2.9562999566880115, 4.0802693118494595, 3.8009608855213703, 6.2379018691194945, 2.737663373191619, 6.662638641021065, 4.476941060837212, 3.714646760603584, 3.041145872339037, 3.9292225700802432, 4.002378775098569, 3.636298048704362, 5.179034383079035, 3.349642190650573, 3.975665154942654, 2.8796293925263563, 3.592731840437173, 2.7094573009608305, 3.1758109730363944, 3.948662603915857, 3.3576656454584093, 5.151710825447545, 2.9571343044665466, 4.673170837759849, 5.156128796981291, 3.6785232236772147, 2.821134921193981, 2.943495862940795, 3.522644079481888, 3.767588193165471, 6.170995745934416, 3.0456565084880376, 2.8202957770821726, 2.7323896845258844, 3.4238284428379444, 5.493381466684149, 3.18495586759424, 3.3061437739334187, 6.108833407388232, 4.20291330302802, 4.083933809703035, 4.3317293838649, 3.8243641642534625, 6.147351199366794]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(OCC)cc1)C(O)(C(F)(F)F)C(F)(F)F,"[3.913822040648162, 4.66436003526846, 3.405369776632995, 6.358170476151564, 3.3181388212880067, 4.072594154108984, 3.021854240277848, 4.10008398236429, 3.8325355504160115, 6.399506697788843, 2.8153958174749203, 6.836819204997408, 4.630683215038816, 3.8096134728723996, 3.098003287131389, 4.082556557885468, 4.028157733214176, 3.671502753408966, 5.360055277415796, 3.4002758850856716, 4.009448790523583, 2.94117955980094, 3.729037012783608, 2.7791303515484147, 3.2966539311683056, 4.10256904817284, 3.49587768469916, 5.335386855829008, 3.009428363992896, 4.744993545579221, 5.307388108304267, 3.715265782590208, 2.8922599893442533, 3.054330505643405, 3.658413886172832, 3.802896778876543, 6.348102251892911, 3.15856767385139, 2.888207830324728, 2.8198895813542917, 3.523585433119046, 5.655740039707757, 3.3053722689756517, 3.357686645279488, 6.269236550370463, 4.3501252456263675, 4.113981470569162, 4.349637330201922, 3.8566122943914696, 6.309496209835682]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)C(C)C)C(O)(C(F)(F)F)C(F)(F)F,"[3.9223536044357554, 4.660086768233281, 3.418507363146129, 6.282412614018036, 3.3336734001996478, 4.054797492293655, 3.0586947521580843, 4.0885404324991725, 3.833467493309452, 6.328367833883297, 2.8412502773308437, 6.793063519012876, 4.625300001819134, 3.8017097639909454, 3.1119565248710077, 4.093257331461753, 4.033107216426862, 3.6722023552550205, 5.359922430427945, 3.4326446702807676, 4.025184604162774, 2.978623727136116, 3.7405154641434986, 2.8148843270876496, 3.313551284222231, 4.109709880717724, 3.503823050236782, 5.3250717755534325, 3.0323310311780745, 4.703002043305586, 5.273310882898989, 3.72136539284674, 2.9236228268536397, 3.0730809274547624, 3.667720859472135, 3.7901048250684264, 6.29708216307044, 3.179001274588753, 2.921537693939162, 2.849970024005538, 3.530214758961871, 5.614539958403659, 3.3199450425304895, 3.367944199671731, 6.216339497793216, 4.346426668691735, 4.135341883051854, 4.355499934637125, 3.8809566007151974, 6.243981552546991]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,"[3.792847121080106, 4.555282851257072, 3.309324427173996, 7.060949011364235, 3.222404917055032, 4.28601002312233, 3.0407274262246826, 4.297118942613954, 3.97579634001047, 6.883460992057679, 2.849516654856181, 7.6033404646298, 4.6459831695004254, 3.998761813064159, 3.1974743437665105, 3.957414073243695, 4.19251753246741, 3.815734575141807, 5.257452300677608, 3.44444009524827, 4.134229408872256, 2.9758698352700295, 3.6160140425683105, 2.7739163219607987, 3.2101839209020824, 3.980979535566291, 3.382946360983534, 5.226019331656035, 3.0885485674234583, 5.148702496184105, 5.594033233994185, 3.846135280084053, 2.877087435028022, 2.9894841195283632, 3.540552918361057, 4.005204369933648, 6.662374852427103, 3.073346250327841, 2.8869003440756313, 2.7817389674414086, 3.589696543110941, 5.936668908476651, 3.212900835567387, 3.4680705761128947, 6.806651326496072, 4.286364290841237, 4.245791736719346, 4.530938914913235, 3.9581740750855343, 6.783918125533054]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)N(C)C)C(O)(C(F)(F)F)C(F)(F)F,"[3.8888560925128988, 4.552908900958584, 3.4262930386529176, 6.189463696935625, 3.3228664400892938, 4.143144798148587, 3.1257795460826747, 4.184125790812137, 3.9246025765418087, 6.2099644436120265, 2.8546829440676436, 6.6461375862184635, 4.53028349391087, 3.7899907331697418, 3.162102448130506, 4.041073916009257, 4.129767013569844, 3.7586521364973287, 5.201548255703862, 3.5186321170263675, 4.131101485748827, 3.043611365543812, 3.7259116661543366, 2.8676476937847166, 3.321584996588692, 4.052202599836695, 3.487745752944319, 5.176333794955759, 3.095206315140671, 4.71540140331582, 5.173815616660369, 3.807743163898778, 2.9834669785325896, 3.0723014018834887, 3.6578015503243044, 3.8613567797072976, 6.167012727484899, 3.193255558023857, 2.9801184200905313, 2.881397473493241, 3.523058946115803, 5.512940485491461, 3.3244055806396675, 3.4315670777915868, 6.0947001560640715, 4.27691056099484, 4.247694641153137, 4.46701464734079, 3.9863227350228865, 6.139492456622308]",1.0
CCCc1cc(ccc1OCCCCN1C(=O)NC(C)(C1=O)c1ccc(cc1)[N+](=O)[O-])C(O)(C(F)(F)F)C(F)(F)F,"[3.8805935492473322, 4.543809254480444, 3.4194399000109477, 6.179040185535437, 3.319050693097036, 4.149722672206248, 3.1463008121939176, 4.186071792398964, 3.9379585164990445, 6.203319660443155, 2.8557863182555394, 6.63935384369929, 4.517623025754047, 3.77833877970816, 3.1741026310874787, 4.030451763900363, 4.134297739968697, 3.769883109863964, 5.194573077848233, 3.527600921654712, 4.150861515215252, 3.0678592849590074, 3.7205374784463805, 2.8747670412206316, 3.3149021903278815, 4.042416710096069, 3.4813609272362322, 5.172925270678399, 3.133209138553125, 4.700648349818269, 5.164198374943714, 3.81922663844183, 2.98616948037541, 3.0717791613637644, 3.6503589831409426, 3.8632617929416844, 6.158015773263597, 3.1878013924114965, 2.9865882125190595, 2.8809027129341107, 3.509915923367068, 5.503763510969688, 3.3224896182535564, 3.4380258448009418, 6.087797745936482, 4.265443233227517, 4.263950081540474, 4.467838975750597, 3.9961058404258343, 6.129560548987966]",1.0
